TIMESTAMP,UNDERLYING_SYMBOL,SEQ_NUM,EXP_DATE,STRIKE,OPTION_TYPE,SIZE,PRICE,BEST_BID_PX,BEST_ASK_PX,UNDERLYING_BID_PX,UNDERLYING_ASK_PX,BID_PX,ASK_PX,BID_SIZE,ASK_SIZE,EXCHANGE
2020-11-24D07:05:39.204000000,VIX,330,2021-03-14,16.03513,P,114,43.92757,12.59646,33.55112,13.09761,38.19794,98.78724,57.32296,35,5,BOX
2020-11-24D07:06:51.771000000,GOOG,331,2021-03-18,7.104664,C,199,61.37476,91.07787,73.23436,70.65326,66.43841,1.882551,14.11034,190,43,AMEX
2020-11-24D07:09:12.027000000,SPX,332,2021-03-10,55.0181,C,65,56.53929,20.15524,70.89518,69.67885,78.81822,9.524718,57.61676,167,9,CBOE
2020-11-24D07:10:37.231000000,VIX,333,2021-03-19,30.8022,C,88,2.401987,17.52745,16.41676,56.01745,50.84179,13.63832,1.354172,15,182,CBOE
2020-11-24D07:12:21.613000000,VIX,334,2021-03-08,27.68204,P,169,21.57724,39.12592,1.109617,14.79262,76.49187,99.89475,68.36528,4,144,CBOE
2020-11-24D07:15:24.037000000,DJX,335,2021-03-04,55.12751,C,93,41.82854,24.26835,19.48864,72.24606,16.46169,15.38832,47.72802,38,122,AMEX
2020-11-24D07:15:58.963000000,VIX,336,2021-03-17,3.944446,C,118,29.04692,70.16646,71.92198,62.90199,96.57435,96.98209,93.75075,21,127,ISE
2020-11-24D07:16:30.914000000,AAPL,337,2021-03-12,51.51047,C,114,48.49217,81.1213,50.17423,39.14181,11.93737,29.27072,70.67308,120,138,CBOE
2020-11-24D07:18:00.291000000,AMZN,338,2021-03-09,41.93055,P,59,76.68116,75.96174,21.33579,13.96682,51.60751,15.49565,48.50784,88,36,ISE
2020-11-24D07:18:44.620000000,AMZN,339,2021-03-23,25.41702,P,6,10.00353,59.19703,55.96218,44.79859,56.69402,62.26875,20.67461,198,106,BOX
2020-11-24D07:20:56.432000000,GOOG,340,2021-03-12,48.64292,P,154,12.2302,77.23034,56.75497,55.4477,94.32397,96.88781,29.39844,143,53,CBOE
2020-11-24D07:21:32.051000000,GOOG,341,2021-03-07,59.24415,P,197,33.53566,23.71992,53.18967,59.74648,85.9716,58.28165,10.90909,169,168,ISE
2020-11-24D07:25:57.286000000,DJX,342,2021-03-18,10.5353,P,176,34.24454,40.39327,79.36936,73.33608,17.66994,42.90333,93.22696,87,34,CBOE
2020-11-24D07:28:38.063000000,CSCO,343,2021-03-15,89.5606,P,149,77.01299,4.65294,7.456722,65.15561,78.81398,18.956,1.199094,183,177,ISE
2020-11-24D07:28:54.623000000,AAPL,344,2021-03-22,47.23542,C,64,99.39386,17.53998,65.09412,57.64646,54.10017,8.331423,34.6107,68,32,BOX
2020-11-24D07:30:31.357000000,GOOG,345,2021-03-05,85.2079,P,66,92.17575,81.66295,64.07612,58.35298,68.71215,10.4807,97.22498,36,123,BOX
2020-11-24D07:30:31.788000000,AAPL,346,2021-03-04,29.58918,P,64,84.47366,71.90174,14.56344,72.04759,39.01321,30.073,9.336937,72,171,CBOE
2020-11-24D07:32:09.860000000,GOOG,347,2021-03-12,98.5897,P,81,21.62584,51.91456,15.25983,54.14685,78.78631,38.47399,28.96479,31,149,CBOE
2020-11-24D07:32:15.213000000,SPX,348,2021-03-05,37.23975,P,67,93.25206,28.9721,10.38951,57.20328,50.7568,44.18322,84.01296,167,112,CBOE
2020-11-24D07:32:28.706000000,GOOG,349,2021-03-11,46.96767,C,190,9.807895,90.08045,49.36818,36.76988,17.50152,79.54431,50.08096,116,43,CBOE
2020-11-24D07:33:27.910000000,GOOG,350,2021-03-09,27.49571,C,39,1.070527,93.52082,45.61951,49.27407,97.41382,89.54986,87.13243,175,148,CBOE
2020-11-24D07:33:58.689000000,CSCO,351,2021-03-21,82.20054,P,93,49.09655,76.62166,24.11469,19.47829,94.55365,91.29207,20.88874,29,38,ISE
2020-11-24D07:34:00.959000000,DJX,352,2021-03-14,33.91465,P,26,99.34431,35.40598,76.39857,4.220331,70.4745,17.40485,48.61616,151,95,AMEX
2020-11-24D07:34:30.339000000,CSCO,353,2021-03-11,19.85867,P,23,71.30123,29.49471,60.36148,85.23978,15.63278,66.43749,97.71705,142,13,BOX
2020-11-24D07:34:36.014000000,AMZN,354,2021-03-11,41.70017,P,100,36.2634,73.06346,18.47191,89.93766,62.43244,10.67897,81.3293,49,88,CBOE
2020-11-24D07:35:52.688000000,CSCO,355,2021-03-04,89.62063,C,13,29.0346,50.66071,79.73082,22.69986,32.85835,96.17805,63.29234,90,99,AMEX
2020-11-24D07:36:02.433000000,DJX,356,2021-03-06,64.81397,P,178,94.07156,16.83854,57.09254,9.127159,72.83642,98.42961,85.28046,58,37,BOX
2020-11-24D07:37:57.398000000,AMZN,357,2021-03-20,30.94432,P,77,6.273829,15.32698,89.66525,2.315336,3.847429,51.72924,46.33708,180,29,BOX
2020-11-24D07:42:12.919000000,SPX,358,2021-03-13,79.35835,C,40,55.4693,93.72205,65.8049,79.44802,51.2455,18.30052,57.17482,29,107,AMEX
2020-11-24D07:42:25.784000000,GOOG,359,2021-03-20,0.03636293,P,171,27.75732,80.60042,41.20144,12.08943,82.90801,56.91725,16.9812,82,145,ISE
2020-11-24D07:45:09.641000000,AAPL,360,2021-03-12,42.20225,P,177,89.55325,53.36483,69.39699,26.55879,21.6536,67.83879,65.15197,29,141,CBOE
2020-11-24D07:45:20.130000000,CSCO,361,2021-03-17,37.40006,P,197,74.89996,79.99629,59.92295,26.65207,7.75266,17.54708,56.62645,163,104,ISE
2020-11-24D07:48:13.071000000,AMZN,362,2021-03-21,38.23155,P,8,2.44176,92.15479,24.79023,75.83743,76.11955,99.35674,19.91533,8,97,ISE
2020-11-24D07:48:26.864000000,GOOG,363,2021-03-04,79.09162,C,143,98.59985,83.78855,74.19421,2.83345,28.06131,4.785675,41.68973,126,159,CBOE
2020-11-24D07:51:48.674000000,SPX,364,2021-03-21,32.35892,C,51,16.79804,93.42567,47.97852,40.14434,26.83466,58.48995,94.78002,25,130,BOX
2020-11-24D07:52:45.887000000,GOOG,365,2021-03-11,79.68294,P,34,19.2925,75.6384,48.31451,41.59454,45.91141,62.73876,44.16288,197,43,AMEX
2020-11-24D07:56:52.619000000,SPX,366,2021-03-17,16.21004,P,167,3.852949,7.172331,43.77472,8.758042,85.75564,95.48794,77.97479,127,39,BOX
2020-11-24D07:57:25.527000000,AAPL,367,2021-03-13,90.68766,P,95,46.68222,70.69047,23.56815,61.70059,80.10938,73.96794,43.42508,68,123,CBOE
2020-11-24D07:57:27.768000000,AAPL,368,2021-03-22,37.58732,C,98,59.95029,20.18221,80.50071,8.485623,84.78145,39.14724,22.35927,115,78,AMEX
2020-11-24D07:57:47.911000000,AAPL,369,2021-03-22,4.039968,C,79,27.36029,21.41033,90.71806,32.02403,9.683058,45.85062,3.41126,77,27,ISE
2020-11-24D07:58:13.231000000,GOOG,370,2021-03-11,39.05013,C,131,69.01421,3.144704,45.64707,86.01717,70.65493,36.29236,89.44898,147,75,BOX
2020-11-24D07:59:39.101000000,AAPL,371,2021-03-10,96.15006,C,66,93.15129,17.12601,62.82484,74.83364,24.16258,86.47229,25.2712,65,22,BOX
2020-11-24D08:00:35.623000000,SPX,372,2021-03-08,42.63894,C,154,13.46586,93.64311,47.21624,18.39754,95.64702,87.48486,60.06738,122,72,CBOE
2020-11-24D08:07:01.948000000,AAPL,373,2021-03-23,24.94019,P,140,16.30525,48.28429,36.79287,80.20373,75.28054,72.17618,2.458395,59,180,CBOE
2020-11-24D08:07:25.524000000,DJX,374,2021-03-11,92.64483,P,131,50.76861,41.32848,89.79341,44.21853,52.02453,9.038971,10.74449,16,102,ISE
2020-11-24D08:08:18.519000000,CSCO,375,2021-03-10,60.40974,P,184,33.53599,97.97291,92.81137,56.93016,92.4146,58.43213,85.72751,162,199,BOX
2020-11-24D08:09:26.191000000,GOOG,376,2021-03-23,32.7633,C,197,12.39382,54.13399,45.70851,33.74085,57.74551,77.95895,44.8869,69,143,AMEX
2020-11-24D08:10:39.498000000,CSCO,377,2021-03-17,17.85312,C,83,82.70351,20.54501,20.41347,74.83945,40.39441,87.37185,67.72076,139,117,ISE
2020-11-24D08:14:41.461000000,GOOG,378,2021-03-21,18.02394,P,104,40.76819,37.70387,81.67195,14.55014,23.84667,93.01787,67.17485,27,128,BOX
2020-11-24D08:15:48.404000000,AAPL,379,2021-03-22,27.55866,P,160,58.42746,51.6481,11.98509,13.63981,1.662264,16.13293,85.1973,173,133,AMEX
2020-11-24D08:20:34.272000000,SPX,380,2021-03-12,78.69204,P,49,26.62789,94.30354,91.91745,2.730727,44.17941,21.28924,45.96492,179,120,AMEX
2020-11-24D08:20:45.801000000,SPX,381,2021-03-07,46.86121,P,33,91.25136,93.38302,1.839148,25.57289,45.95869,44.45338,93.03564,100,11,AMEX
2020-11-24D08:20:49.702000000,VIX,382,2021-03-22,2.16337,P,52,58.83483,2.083939,26.16308,80.37155,44.25521,54.45905,13.28694,104,156,BOX
2020-11-24D08:21:03.010000000,SPX,383,2021-03-14,59.71223,C,39,60.2223,52.6246,10.62418,53.39,91.45687,5.730149,16.24414,197,137,BOX
2020-11-24D08:22:20.122000000,AAPL,384,2021-03-15,2.25261,P,127,75.23385,76.74937,42.69203,82.43007,84.15705,51.08711,94.25951,148,193,BOX
2020-11-24D08:26:25.881000000,VIX,385,2021-03-16,95.16468,C,183,39.7342,50.79388,51.05162,66.46482,44.30526,17.30672,37.51395,167,194,ISE
2020-11-24D08:26:45.888000000,VIX,386,2021-03-16,37.29191,C,105,64.4975,26.60792,40.72228,62.74344,18.13325,33.50259,98.36365,143,83,CBOE
2020-11-24D08:27:35.207000000,CSCO,387,2021-03-16,62.98326,C,4,25.88956,53.61236,48.26733,69.2182,47.60485,52.49418,92.99813,164,170,AMEX
2020-11-24D08:28:04.205000000,AMZN,388,2021-03-17,9.165319,C,96,92.13035,87.99309,90.96481,15.67076,96.18824,43.19436,88.99901,118,149,BOX
2020-11-24D08:28:13.574000000,VIX,389,2021-03-10,35.29412,P,28,50.70326,38.24195,65.92038,15.5677,57.71962,33.63237,34.79384,49,66,AMEX
2020-11-24D08:28:36.575000000,VIX,390,2021-03-20,73.49633,P,35,50.67076,2.502858,29.11015,5.876326,83.54885,61.96492,15.97991,150,138,BOX
2020-11-24D08:29:22.865000000,GOOG,391,2021-03-11,74.43528,C,169,42.68738,34.32958,74.90178,44.52844,17.59652,81.48535,47.42426,21,38,BOX
2020-11-24D08:29:38.453000000,CSCO,392,2021-03-15,88.26878,C,171,4.411527,18.48086,24.75646,66.27635,69.75633,53.3781,82.15712,160,134,AMEX
2020-11-24D08:31:17.222000000,GOOG,393,2021-03-15,3.827116,C,58,6.01932,3.50728,41.61785,46.49564,3.009581,31.77728,65.66956,110,41,AMEX
2020-11-24D08:31:21.575000000,DJX,394,2021-03-04,26.61792,C,84,84.38653,41.10428,46.23259,13.11731,80.29797,72.88566,72.86657,7,197,BOX
2020-11-24D08:31:59.307000000,AMZN,395,2021-03-10,21.98989,C,55,57.64083,80.41145,40.24029,28.4565,32.97147,8.363879,94.15102,10,114,AMEX
2020-11-24D08:32:31.773000000,AAPL,396,2021-03-15,42.6569,P,9,43.55955,28.8171,19.92011,1.54221,57.27121,25.51645,64.33012,119,185,ISE
2020-11-24D08:32:41.962000000,AAPL,397,2021-03-05,60.02835,C,190,74.98883,52.31345,1.676339,90.37174,63.28511,96.37236,51.46122,86,148,BOX
2020-11-24D08:33:09.139000000,AMZN,398,2021-03-22,2.010957,C,136,48.2903,84.14519,49.65629,52.39866,89.6577,70.89675,70.86662,48,162,BOX
2020-11-24D08:33:40.478000000,AAPL,399,2021-03-05,26.11881,C,36,56.4477,70.9421,2.236447,21.43091,87.24631,85.8793,88.75002,160,116,CBOE
2020-11-24D08:40:10.663000000,SPX,400,2021-03-12,74.82329,P,166,10.40803,71.28788,68.97953,54.64973,17.57034,63.4314,27.44299,37,63,ISE
2020-11-24D08:40:25.430000000,AAPL,401,2021-03-09,46.14743,P,37,5.934195,68.96029,81.5435,44.02099,56.45885,21.17639,87.82214,188,101,BOX
2020-11-24D08:44:10.689000000,DJX,402,2021-03-12,56.40953,C,97,85.20804,87.16397,0.9226917,9.187057,87.95051,96.77797,5.536874,39,33,CBOE
2020-11-24D08:44:22.319000000,AAPL,403,2021-03-23,98.94525,P,49,6.290421,59.74258,17.7705,14.34098,60.36112,73.56596,5.81007,176,62,AMEX
2020-11-24D08:44:36.755000000,CSCO,404,2021-03-16,95.94899,P,7,70.98129,21.99576,53.91171,48.404,24.98882,3.988314,56.82217,66,124,AMEX
2020-11-24D08:45:15.498000000,DJX,405,2021-03-22,86.68792,P,4,94.03555,86.98287,39.41045,53.00255,7.768777,41.39845,6.948637,31,1,ISE
2020-11-24D08:46:21.387000000,VIX,406,2021-03-14,74.97988,C,89,32.5,76.84404,93.50385,36.20274,98.51347,11.44425,67.77274,102,189,BOX
2020-11-24D08:47:20.240000000,AMZN,407,2021-03-07,34.15742,P,169,34.26453,67.60873,27.52547,62.30445,4.419439,99.98293,63.72055,80,36,AMEX
2020-11-24D08:47:46.498000000,GOOG,408,2021-03-20,85.01033,C,63,9.763945,67.25569,36.65532,6.004284,19.56085,29.53276,72.49415,100,105,ISE
2020-11-24D08:52:02.122000000,VIX,409,2021-03-18,45.29417,C,5,31.89976,74.87607,1.767905,52.94141,25.06874,19.74624,28.95719,86,180,ISE
2020-11-24D08:53:47.325000000,SPX,410,2021-03-06,72.43468,P,180,61.10071,87.30085,43.70909,55.87588,74.49439,64.87267,37.58805,56,61,AMEX
2020-11-24D08:53:49.047000000,AAPL,411,2021-03-14,18.56412,P,124,95.91517,39.9989,71.67138,59.20064,60.94882,35.11573,69.2172,190,70,BOX
2020-11-24D08:54:10.169000000,CSCO,412,2021-03-20,27.56473,C,146,67.90323,30.2722,12.56187,78.71917,35.33104,4.924782,1.480097,192,34,CBOE
2020-11-24D08:56:03.350000000,AAPL,413,2021-03-10,4.637996,C,61,65.18531,44.86493,9.338641,80.09356,56.55244,55.58088,0.5469731,130,49,CBOE
2020-11-24D08:58:44.643000000,GOOG,414,2021-03-06,46.20032,C,138,26.37679,90.28621,37.61617,16.71013,95.40283,44.94214,95.69332,179,126,CBOE
2020-11-24D08:59:42.145000000,CSCO,415,2021-03-23,34.76502,C,130,43.78747,61.45348,29.94514,93.47111,67.91597,81.48245,54.26477,79,53,CBOE
2020-11-24D09:00:04.984000000,AMZN,416,2021-03-23,20.04158,P,21,62.47443,16.02043,15.32385,30.10696,16.17755,30.95416,14.12789,79,70,BOX
2020-11-24D09:02:22.505000000,CSCO,417,2021-03-10,11.40508,C,36,28.2266,85.53888,88.29424,26.3144,99.43616,83.63194,76.40367,108,62,ISE
2020-11-24D09:03:29.015000000,DJX,418,2021-03-22,21.27053,P,196,11.44232,52.99768,29.45581,11.18109,37.34515,5.060024,23.95807,149,67,CBOE
2020-11-24D09:04:30.979000000,AMZN,419,2021-03-08,8.452271,C,30,79.73192,87.91858,92.64175,32.50627,39.75064,3.459097,39.92129,40,177,AMEX
2020-11-24D09:05:59.421000000,DJX,420,2021-03-06,68.19168,C,132,9.537844,73.79498,50.13748,13.16645,7.228015,28.40809,17.62,13,12,ISE
2020-11-24D09:07:00.878000000,CSCO,421,2021-03-19,77.37817,C,191,8.835211,60.52313,79.17875,25.69222,81.21245,90.96557,91.29907,74,116,ISE
2020-11-24D09:08:06.750000000,AAPL,422,2021-03-12,0.5856762,C,68,20.53917,96.48698,54.458,86.25579,25.07135,11.12801,2.469826,183,115,AMEX
2020-11-24D09:08:08.073000000,SPX,423,2021-03-21,48.76353,P,77,86.50833,21.41083,68.90985,71.25499,65.68277,94.61858,23.23404,176,104,ISE
2020-11-24D09:09:07.660000000,SPX,424,2021-03-12,1.643921,P,109,32.44358,46.1878,16.13192,36.57362,91.94537,47.43988,3.361517,12,7,CBOE
2020-11-24D09:11:33.047000000,GOOG,425,2021-03-12,81.31178,C,87,42.83948,92.94491,7.68894,80.2828,47.51383,47.03003,84.81562,67,48,AMEX
2020-11-24D09:14:53.712000000,SPX,426,2021-03-20,88.58621,P,150,35.15268,85.20862,60.18631,87.80338,53.21338,46.06836,7.413825,197,193,BOX
2020-11-24D09:14:55.532000000,CSCO,427,2021-03-22,41.03196,C,17,46.34134,11.78376,92.53746,2.010637,20.30947,7.400364,88.68017,137,104,CBOE
2020-11-24D09:15:22.389000000,SPX,428,2021-03-18,20.7146,P,143,98.12906,47.76549,31.5775,41.78641,50.01003,59.13121,96.77971,158,96,BOX
2020-11-24D09:15:44.673000000,DJX,429,2021-03-13,91.84596,C,125,10.80432,15.67941,5.237367,94.93504,99.91788,12.91462,68.05548,150,72,BOX
2020-11-24D09:16:49.072000000,CSCO,430,2021-03-19,55.48375,P,163,39.69328,41.92685,17.67928,41.64904,82.05732,33.02472,50.28522,72,95,AMEX
2020-11-24D09:17:02.212000000,AAPL,431,2021-03-17,83.72175,C,0,5.077916,92.38483,71.73238,70.43408,28.61813,93.61859,80.69033,61,105,ISE
2020-11-24D09:19:53.923000000,AAPL,432,2021-03-06,90.69003,P,114,99.18507,80.25526,54.28714,62.71392,19.91487,54.68971,57.06534,182,39,CBOE
2020-11-24D09:21:00.711000000,GOOG,433,2021-03-16,32.08102,C,81,23.3976,3.9018,46.76492,99.66224,25.88979,51.40796,74.82362,109,177,AMEX
2020-11-24D09:21:10.247000000,SPX,434,2021-03-08,19.567,P,111,93.81123,86.19983,34.55276,12.30845,23.39092,91.07186,63.60573,139,13,BOX
2020-11-24D09:21:54.498000000,SPX,435,2021-03-19,66.31317,P,171,13.35608,71.78646,79.33981,61.03279,26.82585,16.40736,45.70485,145,80,AMEX
2020-11-24D09:23:30.570000000,VIX,436,2021-03-14,42.67076,C,11,11.55152,67.29624,25.14913,2.814231,4.814706,74.02954,91.11832,158,6,CBOE
2020-11-24D09:28:10.083000000,AAPL,437,2021-03-14,92.72457,C,76,32.88032,0.3079086,41.54687,54.86936,89.36793,7.357287,61.90645,83,152,BOX
2020-11-24D09:28:44.484000000,SPX,438,2021-03-18,3.744302,C,97,33.87841,76.41682,51.5835,56.59052,36.32134,95.41826,70.32548,71,188,CBOE
2020-11-24D09:31:41.100000000,CSCO,439,2021-03-16,26.56909,C,130,38.19219,23.85499,70.83206,16.6805,82.81491,4.267155,69.01648,139,0,CBOE
2020-11-24D09:31:44.743000000,GOOG,440,2021-03-17,16.81523,C,106,10.43928,4.033818,91.38482,52.00845,72.21089,76.79383,73.79858,69,178,BOX
2020-11-24D09:33:11.805000000,AMZN,441,2021-03-19,55.58257,P,123,23.84053,5.661681,91.45908,95.25473,3.837996,59.41227,62.68022,47,170,AMEX
2020-11-24D09:33:23.565000000,AAPL,442,2021-03-12,8.06079,P,35,59.1235,84.18239,67.15354,93.5612,12.43272,31.53924,60.53501,81,54,ISE
2020-11-24D09:33:43.000000000,AMZN,443,2021-03-17,90.12227,P,102,40.13713,98.4706,8.844398,2.615358,76.20676,76.29584,41.49889,42,74,BOX
2020-11-24D09:33:50.844000000,GOOG,444,2021-03-14,4.799178,C,66,47.7067,68.03754,91.5015,39.89163,46.08418,85.06606,66.41762,67,197,CBOE
2020-11-24D09:34:26.790000000,SPX,445,2021-03-06,60.97245,P,73,88.08548,30.72657,0.07908894,33.78687,87.95935,99.83128,90.93753,162,26,ISE
2020-11-24D09:39:31.328000000,SPX,446,2021-03-04,42.16951,C,87,19.52384,14.5159,28.53727,57.53468,92.97131,86.45027,60.77543,119,64,AMEX
2020-11-24D09:39:59.971000000,CSCO,447,2021-03-15,87.15939,C,169,18.41973,47.731,83.92839,66.30203,67.74616,33.58476,13.84129,80,4,CBOE
2020-11-24D09:41:41.121000000,DJX,448,2021-03-11,75.39865,P,163,38.74765,19.78603,47.27919,12.80534,53.2724,37.64983,31.36462,75,173,ISE
2020-11-24D09:44:29.226000000,AAPL,449,2021-03-07,47.2334,C,173,35.03842,41.80291,61.51623,31.94566,31.72301,84.64772,19.82473,157,138,ISE
2020-11-24D09:45:10.627000000,CSCO,450,2021-03-20,64.39929,C,87,13.26645,69.06324,4.579263,55.12359,42.05896,21.63155,99.23556,180,118,BOX
2020-11-24D09:45:24.392000000,SPX,451,2021-03-10,63.45407,P,123,50.1948,6.425366,21.76479,37.11987,52.71302,18.99101,49.66426,20,123,AMEX
2020-11-24D09:48:21.198000000,DJX,452,2021-03-08,55.21301,C,138,21.58133,25.97438,81.51247,66.04139,71.09143,37.35786,39.32119,96,38,BOX
2020-11-24D09:49:08.261000000,DJX,453,2021-03-20,83.09759,P,71,38.01731,18.34273,46.08424,55.14294,81.75945,45.65254,62.90461,18,5,ISE
2020-11-24D09:51:39.139000000,AMZN,454,2021-03-19,18.75772,P,143,72.73817,21.87487,90.95404,89.68575,55.95495,1.954419,33.38922,134,137,ISE
2020-11-24D09:51:44.511000000,AAPL,455,2021-03-10,97.67659,C,62,40.09356,50.81221,69.81762,98.03751,8.78817,30.831,47.44992,161,29,ISE
2020-11-24D09:57:54.626000000,AMZN,456,2021-03-13,97.8205,P,177,19.4912,72.57433,0.7989496,50.64088,98.00713,69.54237,50.95139,93,137,AMEX
2020-11-24D09:58:52.869000000,VIX,457,2021-03-18,44.89837,C,151,50.32308,11.41728,41.92834,97.59509,76.80216,13.04428,20.33182,31,118,BOX
2020-11-24D09:59:33.929000000,DJX,458,2021-03-12,69.41392,P,32,63.55106,2.185826,40.40163,69.65422,50.7513,33.76646,38.4767,175,53,AMEX
2020-11-24D10:00:21.262000000,SPX,459,2021-03-04,82.52167,C,94,1.11684,85.87247,96.97502,68.65129,47.15207,9.056911,51.50813,152,187,BOX
2020-11-24D10:01:04.923000000,CSCO,460,2021-03-08,60.11764,C,160,71.71858,99.03015,61.32882,91.37751,60.75308,13.6874,5.000304,100,46,BOX
2020-11-24D10:04:39.457000000,GOOG,461,2021-03-04,96.29169,C,148,37.25218,71.54121,94.1569,64.58769,99.39933,4.758235,28.92883,133,75,BOX
2020-11-24D10:10:14.729000000,SPX,462,2021-03-14,0.6737772,P,177,83.09129,48.90114,83.46361,83.22343,8.645267,94.77882,27.72,65,23,ISE
2020-11-24D10:10:19.829000000,VIX,463,2021-03-22,31.2246,P,101,82.98639,18.59091,79.17851,6.094872,19.95289,66.91911,64.32503,147,166,ISE
2020-11-24D10:10:33.549000000,GOOG,464,2021-03-09,22.6574,P,115,16.5378,73.26237,73.25688,49.35595,24.87823,79.95388,44.75604,69,31,AMEX
2020-11-24D10:13:08.597000000,AMZN,465,2021-03-11,96.52054,P,51,20.74763,34.24985,42.78566,91.91626,23.43902,20.3155,4.36979,71,72,ISE
2020-11-24D10:13:33.396000000,GOOG,466,2021-03-15,41.07441,C,3,19.05367,68.65451,83.8166,66.50982,74.97194,34.32615,27.70018,153,45,BOX
2020-11-24D10:15:59.796000000,VIX,467,2021-03-20,4.676,C,105,6.088058,84.22681,37.37099,3.991255,16.42733,59.29774,17.1393,98,159,CBOE
2020-11-24D10:16:16.556000000,AMZN,468,2021-03-20,64.0763,P,28,31.10644,69.90184,89.91299,50.23732,98.28075,76.81684,15.18564,13,149,CBOE
2020-11-24D10:16:45.316000000,VIX,469,2021-03-16,36.89187,P,65,25.71399,99.56538,93.13503,95.83501,34.95143,36.60846,4.15085,183,23,CBOE
2020-11-24D10:26:27.457000000,DJX,470,2021-03-07,65.96949,C,90,86.11763,62.51861,4.741659,28.44452,31.46741,80.85589,44.35775,102,132,AMEX
2020-11-24D10:26:40.463000000,SPX,471,2021-03-11,3.734184,C,185,94.34748,95.58808,19.08316,96.92139,11.21777,41.65415,47.35744,98,130,BOX
2020-11-24D10:27:10.525000000,AMZN,472,2021-03-14,73.01624,P,9,48.72401,96.9179,68.85341,80.22639,89.25837,31.72222,72.52544,7,65,ISE
2020-11-24D10:27:12.911000000,SPX,473,2021-03-12,87.41423,C,133,87.87058,5.281083,8.999081,34.66646,78.39766,35.50476,4.341685,163,87,BOX
2020-11-24D10:32:03.650000000,CSCO,474,2021-03-13,13.30435,P,31,66.25724,90.43552,89.89171,28.9829,94.49322,70.83046,27.98033,132,73,AMEX
2020-11-24D10:32:32.637000000,GOOG,475,2021-03-15,89.99625,P,194,94.02269,67.32651,87.38578,75.22376,59.74933,25.90415,96.60462,145,104,BOX
2020-11-24D10:32:52.205000000,DJX,476,2021-03-04,25.71,C,125,22.14364,39.03162,7.440998,27.2401,8.18222,59.80479,46.63916,186,24,ISE
2020-11-24D10:33:14.503000000,AAPL,477,2021-03-09,6.51849,C,76,78.11223,54.92813,5.515458,77.63259,5.290826,0.2586842,32.78544,147,129,AMEX
2020-11-24D10:34:49.548000000,AAPL,478,2021-03-21,42.5422,P,41,7.923907,20.6089,70.72444,97.99064,78.83982,67.06315,56.23832,167,65,BOX
2020-11-24D10:35:34.058000000,DJX,479,2021-03-16,20.53485,P,182,82.32268,7.380224,60.27217,51.53545,6.089964,29.19506,73.46327,41,132,BOX
2020-11-24D10:39:56.501000000,AMZN,480,2021-03-04,36.2916,C,112,35.69301,11.43758,87.06676,53.95617,77.65166,34.51804,45.22518,147,176,CBOE
2020-11-24D10:40:40.068000000,VIX,481,2021-03-23,72.19181,P,124,37.82966,98.74239,0.9976826,94.35551,62.98366,71.99549,27.46,104,131,CBOE
2020-11-24D10:41:54.744000000,CSCO,482,2021-03-10,44.26158,P,163,42.24237,68.02102,84.98733,12.63239,31.93204,66.34292,83.78163,94,81,BOX
2020-11-24D10:43:07.535000000,AMZN,483,2021-03-21,31.8969,P,163,25.38577,10.36676,80.43473,17.00463,75.73658,44.03876,31.29046,122,40,AMEX
2020-11-24D10:44:07.094000000,AMZN,484,2021-03-22,67.74039,P,135,64.20435,32.97867,99.72496,42.58756,82.73691,92.70562,95.17787,158,66,BOX
2020-11-24D10:44:42.125000000,DJX,485,2021-03-13,93.17806,C,82,30.62257,43.46389,35.12272,18.75723,17.52464,27.59263,4.953282,97,153,ISE
2020-11-24D10:49:20.787000000,DJX,486,2021-03-20,28.13106,P,164,76.45858,7.232143,6.636657,18.41466,61.60801,18.25442,61.25639,178,95,CBOE
2020-11-24D10:50:45.058000000,DJX,487,2021-03-16,74.91828,P,161,64.03076,52.53828,47.84985,69.08408,72.4081,50.99508,34.55684,111,126,AMEX
2020-11-24D10:51:05.556000000,GOOG,488,2021-03-05,44.71673,C,6,85.07716,64.27044,15.33739,26.56535,68.79372,39.75877,56.74481,43,31,CBOE
2020-11-24D10:53:37.601000000,CSCO,489,2021-03-07,43.67954,P,66,44.19469,27.98883,6.085928,84.44272,39.08216,53.38794,2.654521,169,84,CBOE
2020-11-24D10:55:06.950000000,AMZN,490,2021-03-18,67.69474,C,173,57.11576,12.46042,72.59845,56.40927,17.29212,3.11087,29.37911,16,156,AMEX
2020-11-24D10:56:07.991000000,AAPL,491,2021-03-16,7.518433,C,59,15.77336,61.62291,88.75034,20.54616,62.62849,94.13989,67.41135,97,146,CBOE
2020-11-24D10:56:19.931000000,CSCO,492,2021-03-11,71.32838,C,89,44.63649,33.65397,28.41983,95.39767,10.71201,30.1092,7.150606,68,89,AMEX
2020-11-24D10:56:54.377000000,GOOG,493,2021-03-19,99.84759,P,100,20.57465,62.10408,90.36223,21.96462,35.05447,39.51175,76.30611,38,65,ISE
2020-11-24D10:59:55.753000000,CSCO,494,2021-03-20,99.21317,P,55,4.138761,14.82705,72.68865,22.4811,17.96457,3.151841,9.76921,16,57,ISE
2020-11-24D11:00:04.160000000,CSCO,495,2021-03-16,48.65121,C,41,96.11633,73.11524,64.49335,4.122665,37.26246,9.387349,81.25524,73,192,AMEX
